Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000005452,5452,DOH000000000039090,Regional Office,7/30/2020,,,,,,,,,,9ISB004H,,12/15/2013,,,,,,,INFANTE HOSPITAL MANAGEMENT CORPORATION,DMO (DOH Rep),12/30/2016,,,,,,,,,,Hospital,DMO (DOH Rep),12/30/2016,Private,DMO (DOH Rep),12/30/2016,,,,,,,C.P. GARCIA STREET,DMO (DOH Rep),12/30/2016,,,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),12/30/2016,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),12/30/2016,99700000,CITY OF ISABELA,DMO (DOH Rep),12/30/2016,99701000,SANTA CRUZ (POB.),DMO (DOH Rep),12/30/2016,99701044,7300,DOH/KMITS,12/30/2016,622007426,DMO (DOH Rep),12/30/2016,,,,9177113967,DMO (DOH Rep),12/30/2016,,,,,,,INFANTEHOSPITAL@YAHOO.COM,DMO (DOH Rep),12/30/2016,,,,,,,SANCHEZ,JOEL,TRAZO,DMO (DOH Rep),12/30/2016,Medical Director,DMO (DOH Rep),12/30/2016,6.705171,121.972911,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),12/30/2016,Not Applicable,DMO (DOH Rep),12/30/2016,,,,Approved,Level 1,With License,DMO (DOH Rep),12/30/2016,,,,NHFR WEBSITE
DOH000000000010266,10266,, ,,, ,,, ,,, ,,9ISB006B,,12/15/2013, ,,, ,,,ISABELA EASTSIDE BARANGAY HEALTH STATION,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/18/2014,Government,DMO (DOH Rep),8/18/2014,Local Government Unit,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),8/18/2014,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),8/18/2014,99700000,CITY OF ISABELA,DMO (DOH Rep),8/18/2014,99701000,ISABELA EASTSIDE (POB.),DMO (DOH Rep),8/18/2014,99701014,7300,DOH/KMITS,8/18/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,6.708895,121.975916,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),8/18/2014,Not Applicable,DMO (DOH Rep),8/18/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000004274,4274,DOH000000000005324,DOH/KMITS,8/18/2014,, ,,, ,,, ,, ,,, ,,, ,,,ISABELA RURAL HEALTH UNIT-EAST,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),8/18/2014,Government,DMO (DOH Rep),8/18/2014,Local Government Unit,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),8/18/2014,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),8/18/2014,99700000,CITY OF ISABELA,DMO (DOH Rep),8/18/2014,99701000,KAUMPURNAH ZONE I,DMO (DOH Rep),8/18/2014,99701018,7300,DOH/KMITS,8/18/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,GUEVARRA,WILFREDO, ,DMO (DOH Rep),8/18/2014,Public Health Nurse,DMO (DOH Rep),8/18/2014,6.709325,121.974294,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),8/18/2014,Not Applicable,DMO (DOH Rep),8/18/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000002018,2018,DOH000000000002873,DOH/KMITS,8/18/2014,, ,,, ,,, ,, ,,, ,,, ,,,ISABELA RURAL HEALTH UNIT-NORTH,DMO (DOH Rep),8/18/2014,NORTH HEALTH CENTER,DMO (DOH Rep),8/18/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),8/18/2014,Government,DMO (DOH Rep),8/18/2014,Local Government Unit,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),8/18/2014,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),8/18/2014,99700000,CITY OF ISABELA,DMO (DOH Rep),8/18/2014,99701000,SUNRISE VILLAGE (POB.),DMO (DOH Rep),8/18/2014,99701049,7300,DOH/KMITS,8/18/2014, , ,, , ,,9176320216,DMO (DOH Rep),8/18/2014,,,, , ,, , ,, , ,, , ,,CABUG,RAFAEL, ,DMO (DOH Rep),8/18/2014,City Health Officer,DMO (DOH Rep),8/18/2014,6.704151,121.979204,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),8/18/2014,Not Applicable,DMO (DOH Rep),8/18/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000003322,3322,DOH000000000006811,DOH/KMITS,8/18/2014,, ,,, ,,, ,, ,,, ,,, ,,,ISABELA RURAL HEALTH UNIT-WEST,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),8/18/2014,Government,DMO (DOH Rep),8/18/2014,Local Government Unit,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),8/18/2014,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),8/18/2014,99700000,CITY OF ISABELA,DMO (DOH Rep),8/18/2014,99701000,TABUK (POB.),DMO (DOH Rep),8/18/2014,99701051,7300,DOH/KMITS,8/18/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,DANS,TERESITA, ,DMO (DOH Rep),8/18/2014,Public Health Nurse,DMO (DOH Rep),8/18/2014,6.703203,121.965654,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),8/18/2014,Not Applicable,DMO (DOH Rep),8/18/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000033076,33076,,,,,,,,,,,,,,,,,,,09-50-16-03-BH-1,Regional Office,8/31/2016,ISABELA WEST BIRTHING HOME,Regional Office,8/31/2016,,,,,,,,,,Birthing Home,,,Government,,,Local Government Unit,,,,,,,,,,,,REGION IX (ZAMBOANGA PENINSULA),,,90000000,CITY OF ISABELA (Not a Province),,,99700000,CITY OF ISABELA,,,99701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DANS,TERESITA,L.,,,,,,6.703168,121.965668,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,,,,,,,,,Approved,,With License,Regional Office,8/31/2016,,,,NHFR WEBSITE
DOH000000000000588,588,DOH000000000010376,DOH/KMITS,12/30/2016,,,,,,,,,,,,,,,,,,,"JUAN S. ALANO MEMORIAL HOSPITAL, INC.",Regional Office,7/28/2020,,,,,,,,,,Hospital,Regional Office,7/28/2020,Private,Regional Office,7/28/2020,,,,,Regional Office,,RIZAL AVENUE,Regional Office,7/28/2020,,,,REGION IX (ZAMBOANGA PENINSULA),Regional Office,7/28/2020,90000000,CITY OF ISABELA (Not a Province),Regional Office,7/28/2020,99700000,CITY OF ISABELA,Regional Office,7/28/2020,99701000,DONA RAMONA T. ALANO (ISABELA WESTSITE),Regional Office,7/28/2020,99701016,7300,Regional Office,7/28/2020,+63 622003272,Regional Office,7/28/2020,,,,+63 9189293190,Regional Office,7/28/2020,,,,+63 622003272,Regional Office,7/28/2020,alanohospital@yahoo.com,Regional Office,7/28/2020,,,,,,,MINSUAREZ,RIENNE,Q.,Regional Office,7/28/2020,Medical Director,Regional Office,7/28/2020,6.700286,121.970573,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,Regional Office,7/28/2020,Not Applicable,Regional Office,7/28/2020,,,,Approved,Level 1,With License,Regional Office,7/28/2020,25,Regional Office,7/28/2020,NHFR WEBSITE
DOH000000000033079,33079,,,,,,,,,,,,,,,,,,,09-86-16-03-BH-2,Regional Office,8/31/2016,"JUAN S. ALANO MEMORIAL SCHOOL, INC.",Regional Office,8/31/2016,,,,,,,,,,Birthing Home,,,Private,,,,,,,,,RIZAL STREET,,,,,,REGION IX (ZAMBOANGA PENINSULA),,,90000000,CITY OF ISABELA (Not a Province),,,99700000,CITY OF ISABELA,,,99701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAHEZ,PERLITA,M.,,,,,,6.700003,121.970026,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,,,,,,,,,Approved,,With License,Regional Office,8/31/2016,,,,NHFR WEBSITE
DOH000000000010328,10328,, ,,, ,,, ,,, ,,9ISB029B,,12/15/2013, ,,, ,,,KAPATAGAN GRANDE BARANGAY HEALTH STATION,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/18/2014,Government,DMO (DOH Rep),8/18/2014,Local Government Unit,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),8/18/2014,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),8/18/2014,99700000,CITY OF ISABELA,DMO (DOH Rep),8/18/2014,99701000,KAPATAGAN GRANDE,DMO (DOH Rep),8/18/2014,99701017,7300,DOH/KMITS,8/18/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,SANICO,LUCIA, ,DMO (DOH Rep),8/18/2014,Rural Health Midwife,DMO (DOH Rep),8/18/2014,6.62715,121.999566,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),8/18/2014,Not Applicable,DMO (DOH Rep),8/18/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000010313,10313,, ,,, ,,, ,,, ,,9ISB022B,,12/15/2013, ,,, ,,,KUMALARANG BARANGAY HEALTH STATION,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),8/18/2014,Government,DMO (DOH Rep),8/18/2014,Local Government Unit,DMO (DOH Rep),8/18/2014, , ,, , ,, , ,,REGION IX (ZAMBOANGA PENINSULA),DMO (DOH Rep),8/18/2014,90000000,CITY OF ISABELA (Not a Province),DMO (DOH Rep),8/18/2014,99700000,CITY OF ISABELA,DMO (DOH Rep),8/18/2014,99701000,KUMALARANG,DMO (DOH Rep),8/18/2014,99701021,7300,DOH/KMITS,8/18/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,6.672941,121.939124,NAMRIA (GPS),10/24/2019,high,DOH/KMITS,Active,DMO (DOH Rep),8/18/2014,Not Applicable,DMO (DOH Rep),8/18/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
