Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source
DOH000000000019349,19349,,,,,,,,,,,,,6AKL053B,,12/15/2013, ,,,,,,CALIZO BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BALETE,DMO (DOH Rep),3/30/2020,60402000,CALIZO,DMO (DOH Rep),3/30/2020,60402004,5614,DMO (DOH Rep),3/30/2020,,,,,,,+63 9496369073,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,NOVILLA,VANESSA,D.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.583222,122.385113,NAMRIA (GPS),1/30/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019351,19351,,,,,,,,,,,,,6AKL054B,,12/15/2013, ,,,,,,CORTES BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BALETE,DMO (DOH Rep),3/30/2020,60402000,CORTES,DMO (DOH Rep),3/30/2020,60402005,5614,DMO (DOH Rep),3/30/2020,,,,,,,+63 9199899274,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,GALLARDEZ,MARIA CRISTINA,A.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.529321,122.396101,NAMRIA (GPS),1/30/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019360,19360,,,,,,,,,,,,,6AKL055B,,12/15/2013, ,,,,,,FELICIANO BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BALETE,DMO (DOH Rep),3/30/2020,60402000,FELICIANO,DMO (DOH Rep),3/30/2020,60402006,5614,DMO (DOH Rep),3/30/2020,,,,,,,+63 9484012694,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,RIOJA,LORNA,B.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.59151,122.355459,NAMRIA (GPS),1/30/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019365,19365,, ,,, ,,, ,,, ,, ,,, ,,, ,,,FULGENCIO NORTE BARANGAY HEALTH STATION,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),06/03/2014,Government,DMO (DOH Rep),06/03/2014,Local Government Unit,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),06/03/2014,60000000,AKLAN,DMO (DOH Rep),06/03/2014,60400000,BALETE,DMO (DOH Rep),06/03/2014,60402000,FULGENCIO,DMO (DOH Rep),06/03/2014,60402007,5614,DOH/KMITS,9/15/2014, , ,, , ,,+63 9189474607,DMO (DOH Rep),06/03/2014,,,, , ,, , ,, , ,, , ,,SALABANTE,HEBE,J.,DMO (DOH Rep),06/03/2014,Rural Health Midwife,DMO (DOH Rep),06/03/2014,11.610549,122.367172,NAMRIA (GPS),1/30/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/03/2014,Not Applicable,DMO (DOH Rep),06/03/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000003946,3946,DOH000000000019357,DOH/KMITS,07/01/2013,, ,,, ,,, ,,6AKL057B,,12/15/2013, ,,, ,,,GUANKO BARANGAY HEALTH STATION,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),06/03/2014,Government,DMO (DOH Rep),06/03/2014,Local Government Unit,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),06/03/2014,60000000,AKLAN,DMO (DOH Rep),06/03/2014,60400000,BALETE,DMO (DOH Rep),06/03/2014,60402000,GUANKO,DMO (DOH Rep),06/03/2014,60402008,5614,DOH/KMITS,9/15/2014, , ,, , ,,+63 9123666202,DMO (DOH Rep),06/03/2014,,,, , ,, , ,, , ,, , ,,GALLARDEZ,MARIA CRISTINA,A.,DMO (DOH Rep),06/03/2014,Rural Health Midwife,DMO (DOH Rep),06/03/2014,11.511121,122.390424,NAMRIA (GPS),1/30/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/03/2014,Not Applicable,DMO (DOH Rep),06/03/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000019368,19368,, ,,, ,,, ,,, ,,6AKL058B,,12/15/2013, ,,, ,,,MORALES BARANGAY HEALTH STATION,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),06/03/2014,Government,DMO (DOH Rep),06/03/2014,Local Government Unit,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),06/03/2014,60000000,AKLAN,DMO (DOH Rep),06/03/2014,60400000,BALETE,DMO (DOH Rep),06/03/2014,60402000,MORALES,DMO (DOH Rep),06/03/2014,60402009,5614,DOH/KMITS,9/15/2014, , ,, , ,,+63 9399396359,DMO (DOH Rep),06/03/2014,,,, , ,, , ,, , ,, , ,,PARRENO,HELEN,S.,DMO (DOH Rep),06/03/2014,Rural Health Midwife,DMO (DOH Rep),06/03/2014,11.54263,122.370614,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/03/2014,Not Applicable,DMO (DOH Rep),06/03/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000032568,32568,,,,,,,,,,,,,,,,,,,06-016-16-04-BH-1,Regional Office,09/02/2016,BALETE BIRTHING CLINIC,,09/02/2016,,,,,,,,,,Birthing Home,,,Government,,,Local Government Unit,,,,,,JUAN OQUENDO STREET,,,,,,REGION VI (WESTERN VISAYAS),,,60000000,AKLAN,,,60400000,BALETE,,,60402000,OQUENDO,,,60402010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.555227,122.379032,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,,,,,,,,,Approved,,With License,,,,,,NHFR WEBSITE
DOH000000000000824,824,DOH000000000004305,DOH/KMITS,07/01/2013,DOH000000000019342,DOH/KMITS,07/01/2013,, ,,, ,,6AKL051R,,12/15/2013, ,,, ,,,BALETE RURAL HEALTH UNIT,DOH/KMITS,06/03/2014, , ,, , ,, , ,,Rural Health Unit,DMO (DOH Rep),06/03/2014,Government,DMO (DOH Rep),06/03/2014,Local Government Unit,DMO (DOH Rep),06/03/2014, , ,, , ,, , ,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),06/03/2014,60000000,AKLAN,DMO (DOH Rep),06/03/2014,60400000,BALETE,DMO (DOH Rep),06/03/2014,60402000,POBLACION,DMO (DOH Rep),06/03/2014,60402011,5614,DOH/KMITS,9/15/2014,+63 362723838,DMO (DOH Rep),06/03/2014, , ,, , ,,,,,+63 362723838,DMO (DOH Rep),06/03/2014,rhubalete@yahoo.com,DOH/KMITS,11/22/2013, , ,, , ,,SUALOG,MA. EDEN,C.,DMO (DOH Rep),06/03/2014,Municipal Health Officer,DMO (DOH Rep),06/03/2014,11.555075,122.379141,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/03/2014,Not Applicable,DMO (DOH Rep),06/03/2014, , ,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000024099,24099,,,,,,,,,,,,,6AKL060B,,12/15/2013, ,,,,,,POBLACION BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BALETE,DMO (DOH Rep),3/30/2020,60402000,POBLACION,DMO (DOH Rep),3/30/2020,60402011,5614,DMO (DOH Rep),3/30/2020,,,,,,,+63 9154669680,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,ENRIQUEZ,VIVIAN,F.,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.555225,122.379069,NAMRIA (GPS),1/29/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
DOH000000000018741,18741,,,,,,,,,,,,, ,,, ,,,,,,DAJA SUR BARANGAY HEALTH STATION,DMO (DOH Rep),3/30/2020,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),3/30/2020,Government,DMO (DOH Rep),3/30/2020,Local Government Unit,DMO (DOH Rep),3/30/2020,,,,,,,,,,REGION VI (WESTERN VISAYAS),DMO (DOH Rep),3/30/2020,60000000,AKLAN,DMO (DOH Rep),3/30/2020,60400000,BANGA,DMO (DOH Rep),3/30/2020,60403000,DAJA SUR,DMO (DOH Rep),3/30/2020,60403008,5601,DMO (DOH Rep),3/30/2020,,,,,,,+63 9480324928,DMO (DOH Rep),3/30/2020,,,,,,,,,,,,,,,,ROLDAN,GINA,,DMO (DOH Rep),3/30/2020,Rural Health Midwife,DMO (DOH Rep),3/30/2020,11.564652,122.301694,NAMRIA (GPS),1/30/2018,High,DOH/KMITS,Active,DMO (DOH Rep),3/30/2020,Not Applicable,DMO (DOH Rep),3/30/2020,,,,Approved,,,,,,,,NHFR WEBSITE
